k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
1971,9.507575,9.492188,-18.990892,-18.990234,21.374840,21.370877,0.020544,0.021363
1972,9.682965,9.666016,-19.341140,-19.338867,21.771471,21.763106,0.021745,0.021755
1973,9.819888,9.800781,-19.614553,-19.607422,22.077428,22.065460,0.022192,0.022058
1974,9.917464,9.896484,-19.809373,-19.797852,22.298400,22.279891,0.022637,0.022272
1975,9.976798,9.952148,-19.927812,-19.907227,22.429545,22.403226,0.022660,0.022395
1976,9.996569,9.968750,-19.967224,-19.939453,22.473587,22.439616,0.023080,0.022432
1977,9.976311,9.945312,-19.926680,-19.891602,22.429216,22.385886,0.022490,0.022378
1978,9.917059,9.882812,-19.808253,-19.767578,22.295390,22.246188,0.022594,0.022238
1979,9.819159,9.784180,-19.612629,-19.571289,22.075565,22.025162,0.022103,0.022017
1980,9.682226,9.647461,-19.339040,-19.300781,21.766629,21.720366,0.022684,0.021713
1981,9.507090,9.475586,-18.989148,-18.957031,21.373083,21.333510,0.021049,0.021326
1982,9.293718,9.266602,-18.562880,-18.540039,20.892558,20.864105,0.019852,0.020857
1983,9.044267,9.021484,-18.064555,-18.051758,20.333596,20.314349,0.019815,0.020307
1984,8.759513,8.740234,-17.495716,-17.489258,19.693612,19.681311,0.019601,0.019674
1985,8.440153,8.422852,-16.857756,-16.855469,18.974893,18.967923,0.017944,0.018961
1986,8.087385,8.073242,-16.153069,-16.155273,18.181782,18.180045,0.017499,0.018174
1987,7.702709,7.688477,-15.384652,-15.385742,17.314353,17.314015,0.016938,0.017308
1988,7.287371,7.276367,-14.554993,-14.560547,16.384114,16.385462,0.016992,0.016380
1989,6.843521,6.832031,-13.668388,-13.671875,15.383558,15.385351,0.016344,0.015380
1990,6.372335,6.362305,-12.727185,-12.732422,14.325045,14.328090,0.016669,0.014323
1991,5.876516,5.868164,-11.736786,-11.744141,13.212285,13.215879,0.013677,0.013211
1992,5.357131,5.349609,-10.699318,-10.706055,12.044444,12.047739,0.011032,0.012043
1993,4.816941,4.809570,-9.620297,-9.625000,10.827351,10.831242,0.010454,0.010827
1994,4.257557,4.250977,-8.502943,-8.507812,9.570355,9.573959,0.010652,0.009571
1995,3.682098,3.676758,-7.353488,-7.358398,8.278135,8.280531,0.007249,0.008278
1996,3.089966,3.084961,-6.170728,-6.175781,6.947044,6.949491,0.008005,0.006947
1997,2.487193,2.482422,-4.966726,-4.968750,5.589344,5.591343,0.004599,0.005589
1998,1.873684,1.870117,-3.741280,-3.743164,4.210477,4.212190,0.002682,0.004211
1999,1.254257,1.250977,-2.504021,-2.506836,2.818975,2.820582,0.002001,0.002820
2000,0.628221,0.625977,-1.253563,-1.253906,1.410956,1.410902,0.001228,0.001410
2001,0.001135,0.000000,-0.001016,-0.001953,0.001645,0.001954,-0.000953,0.000002
2002,-0.627312,-0.626953,1.254250,1.252930,-1.410993,-1.410169,-0.002830,-0.001410
2003,-1.252416,-1.251953,2.502828,2.501953,-2.816683,-2.815942,-0.001722,-0.002815
2004,-1.871897,-1.871094,3.740169,3.739258,-4.208629,-4.208527,-0.004945,-0.004207
2005,-2.484762,-2.482422,4.964294,4.964844,-5.586905,-5.587435,-0.005822,-0.005585
2006,-3.088675,-3.085938,6.170536,6.171875,-6.944578,-6.945828,-0.006593,-0.006943
2007,-3.679136,-3.676758,7.349898,7.352539,-8.272804,-8.274670,-0.007598,-0.008272
2008,-4.256080,-4.252930,8.502261,8.504883,-9.569809,-9.571517,-0.011177,-0.009568
2009,-4.815730,-4.810547,9.620072,9.623047,-10.827365,-10.829533,-0.010615,-0.010826
2010,-5.356454,-5.350586,10.700080,10.703125,-12.042155,-12.045053,-0.013200,-0.012041
2011,-5.875247,-5.869141,11.736276,11.740234,-13.209698,-13.212215,-0.012272,-0.013208
2012,-6.371493,-6.364258,12.727434,12.731445,-14.324970,-14.327602,-0.014092,-0.014323
2013,-6.842785,-6.834961,13.668744,13.672852,-15.383836,-15.387061,-0.015070,-0.015382
2014,-7.286859,-7.279297,14.555685,14.560547,-16.383520,-16.386195,-0.015378,-0.016380
2015,-7.702139,-7.693359,15.385110,15.389648,-17.316780,-17.319144,-0.018429,-0.017313
2016,-8.086393,-8.077148,16.152558,16.157227,-18.180967,-18.182976,-0.017476,-0.018177
2017,-8.439175,-8.429688,16.857142,16.861328,-18.973311,-18.975494,-0.018829,-0.018969
2018,-8.758946,-8.748047,17.495789,17.499023,-19.691739,-19.693034,-0.018831,-0.019686
2019,-9.044710,-9.033203,18.066507,18.070312,-20.335291,-20.335841,-0.020804,-0.020329
2020,-9.294338,-9.282227,18.565044,18.566406,-20.895458,-20.894389,-0.020014,-0.020887
2021,-9.506685,-9.493164,18.989112,18.990234,-21.374049,-21.371121,-0.019756,-0.021364
2022,-9.682671,-9.667969,19.340553,19.337891,-21.770411,-21.762618,-0.022379,-0.021755
2023,-9.819833,-9.802734,19.614444,19.606445,-22.075290,-22.064971,-0.021200,-0.022057
2024,-9.917060,-9.897461,19.808566,19.796875,-22.295569,-22.279159,-0.022494,-0.022271
2025,-9.977584,-9.955078,19.929384,19.910156,-22.430755,-22.406890,-0.022620,-0.022399
2026,-9.997262,-9.971680,19.968606,19.942383,-22.475888,-22.443280,-0.024885,-0.022435
2027,-9.976941,-9.947266,19.927938,19.893555,-22.431207,-22.388329,-0.023548,-0.022380
2028,-9.917483,-9.885742,19.809097,19.768555,-22.297904,-22.247898,-0.022958,-0.022240
2029,-9.819863,-9.787109,19.614035,19.574219,-22.076499,-22.028826,-0.022434,-0.022021
2030,-9.682204,-9.651367,19.338995,19.301758,-21.766123,-21.722320,-0.021265,-0.021715
2031,-9.508239,-9.480469,18.991445,18.961914,-21.375441,-21.339616,-0.021774,-0.021332
2032,-9.295601,-9.271484,18.566644,18.545898,-20.897481,-20.871188,-0.020314,-0.020864
2033,-9.045439,-9.024414,18.066895,18.053711,-20.334104,-20.317035,-0.021108,-0.020310
2034,-8.760238,-8.742188,17.497163,17.490234,-19.694222,-19.682777,-0.019600,-0.019676
2035,-8.440732,-8.425781,16.858912,16.856445,-18.975804,-18.969633,-0.017989,-0.018963
2036,-8.088322,-8.075195,16.154942,16.155273,-18.183321,-18.180534,-0.019662,-0.018174
2037,-7.702815,-7.691406,15.384861,15.388672,-17.318622,-17.317678,-0.017858,-0.017312
2038,-7.288258,-7.277344,14.556767,14.558594,-16.383159,-16.383753,-0.016992,-0.016378
2039,-6.844434,-6.834961,13.670212,13.673828,-15.386701,-15.388037,-0.016308,-0.015383
2040,-6.372492,-6.364258,12.727497,12.732422,-14.326176,-14.328579,-0.014167,-0.014323
2041,-5.876341,-5.869141,11.736435,11.740234,-13.210714,-13.212215,-0.013853,-0.013208
2042,-5.356789,-5.350586,10.698634,10.703125,-12.043406,-12.045053,-0.011680,-0.012041
2043,-4.816175,-4.809570,9.618766,9.620117,-10.824815,-10.826358,-0.008988,-0.010823
2044,-4.257107,-4.250977,8.502045,8.504883,-9.569140,-9.571029,-0.010092,-0.009568
2045,-3.681882,-3.676758,7.353057,7.355469,-8.275855,-8.277600,-0.009302,-0.008275
2046,-3.090182,-3.085938,6.171160,6.172852,-6.945556,-6.946805,-0.008938,-0.006944
2047,-2.488346,-2.485352,4.969032,4.969727,-5.592812,-5.593052,-0.005307,-0.005591
2048,-1.874622,-1.872070,3.743153,3.744141,-4.212985,-4.213656,-0.004730,-0.004212
2049,-1.253707,-1.252930,2.502920,2.504883,-2.818960,-2.819117,-0.002543,-0.002818
2050,-0.628035,-0.626953,1.253191,1.250977,-1.409500,-1.408216,-0.001060,-0.001408
2051,-0.000896,0.000000,0.000539,0.000000,-0.000338,0.000000,0.000446,0.000000
2052,0.627460,0.626953,-1.254545,-1.254883,1.411642,1.412123,0.000590,0.001412
2053,1.251340,1.250000,-2.500676,-2.501953,2.814375,2.815454,0.003077,0.002814
2054,1.872298,1.869141,-3.740974,-3.742188,4.209026,4.210969,0.003604,0.004209
2055,2.485101,2.482422,-4.964972,-4.968750,5.588496,5.591343,0.005835,0.005589
2056,3.087562,3.083984,-6.168310,-6.171875,6.942533,6.945339,0.005479,0.006943
2057,3.678087,3.673828,-7.347803,-7.351562,8.270304,8.272960,0.010195,0.008270
2058,4.255361,4.250977,-8.500826,-8.505859,9.568481,9.572005,0.010669,0.009569
2059,4.814316,4.808594,-9.617247,-9.623047,10.824396,10.829044,0.010603,0.010825
2060,5.355467,5.348633,-10.698109,-10.704102,12.041917,12.045541,0.011674,0.012041
2061,5.874239,5.867188,-11.734261,-11.740234,13.207392,13.211727,0.012499,0.013207
2062,6.371471,6.363281,-12.727391,-12.733398,14.324405,14.329311,0.014847,0.014324
2063,6.841841,6.833008,-13.666856,-13.673828,15.383702,15.387549,0.014371,0.015382
2064,7.285954,7.277344,-14.553878,-14.560547,16.381331,16.385706,0.017739,0.016380
2065,7.700942,7.691406,-15.382718,-15.391602,17.315517,17.320609,0.017667,0.017314
2066,8.086767,8.076172,-16.153307,-16.159180,18.180853,18.184686,0.017779,0.018178
2067,8.438866,8.427734,-16.856524,-16.863281,18.973803,18.976959,0.016839,0.018970
2068,8.758977,8.747070,-17.495852,-17.501953,19.693921,19.695721,0.019491,0.019689
2069,9.044070,9.030273,-18.065226,-18.068359,20.331109,20.333154,0.021429,0.020326
2070,9.294280,9.280273,-18.564927,-18.566406,20.895318,20.893901,0.022299,0.020886
2071,9.506416,9.491211,-18.988573,-18.989258,21.373124,21.369656,0.022832,0.021362
2072,9.682680,9.666016,-19.340572,-19.337891,21.770161,21.762129,0.021704,0.021754
2073,9.819083,9.800781,-19.612944,-19.606445,22.077086,22.064483,0.022583,0.022057
2074,9.917557,9.896484,-19.809560,-19.796875,22.296004,22.278914,0.022187,0.022271
2075,9.977127,9.953125,-19.928468,-19.909180,22.429335,22.405424,0.023150,0.022397
2076,9.996932,9.969727,-19.967948,-19.941406,22.474906,22.441814,0.021204,0.022434
2077,9.976718,9.945312,-19.927493,-19.892578,22.428771,22.386863,0.023037,0.022379
2078,9.917647,9.883789,-19.809426,-19.768555,22.297280,22.247409,0.024317,0.022240
2079,9.820138,9.785156,-19.614585,-19.573242,22.077024,22.027360,0.022766,0.022020
2080,9.683314,9.648438,-19.341213,-19.302734,21.769763,21.722564,0.023011,0.021715
2081,9.507781,9.476562,-18.990526,-18.958008,21.376475,21.334731,0.024780,0.021327
2082,9.293881,9.266602,-18.563204,-18.541016,20.894695,20.865082,0.021758,0.020858
2083,9.045443,9.022461,-18.066906,-18.053711,20.335667,20.316547,0.020687,0.020309
2084,8.760123,8.740234,-17.496933,-17.489258,19.692854,19.681311,0.019132,0.019674
2085,8.441019,8.423828,-16.859485,-16.857422,18.976861,18.970121,0.019873,0.018963
2086,8.087523,8.072266,-16.153343,-16.154297,18.181036,18.178824,0.018584,0.018172
2087,7.702280,7.688477,-15.383794,-15.386719,17.315018,17.314992,0.017965,0.017309
2088,7.288061,7.276367,-14.556373,-14.561523,16.384728,16.386439,0.015690,0.016381
2089,6.843813,6.833008,-13.668970,-13.672852,15.383445,15.386572,0.014467,0.015381
2090,6.372585,6.362305,-12.727684,-12.732422,14.324737,14.328090,0.013976,0.014323
2091,5.876559,5.868164,-11.736870,-11.743164,13.211237,13.214902,0.014875,0.013210
2092,5.357491,5.349609,-10.700036,-10.706055,12.044518,12.047739,0.011908,0.012043
2093,4.817469,4.809570,-9.621352,-9.625977,10.828953,10.832219,0.009780,0.010828
2094,4.257342,4.250000,-8.502512,-8.505859,9.569225,9.571761,0.011110,0.009568
2095,3.680813,3.673828,-7.350920,-7.353516,8.272272,8.274913,0.008648,0.008272
2096,3.090054,3.084961,-6.170907,-6.173828,6.944674,6.947538,0.007102,0.006945
2097,2.487011,2.482422,-4.966362,-4.969727,5.590526,5.592319,0.007083,0.005590
2098,1.874510,1.871094,-3.742931,-3.745117,4.212831,4.214388,0.004355,0.004213
2099,1.254391,1.250977,-2.504287,-2.506836,2.818440,2.820582,0.001584,0.002820
2100,0.628915,0.626953,-1.254949,-1.257812,1.414145,1.415054,0.001497,0.001415
2101,0.001158,0.000000,-0.001060,-0.000977,0.001503,0.000977,0.000709,0.000001
2102,-0.626469,-0.626953,1.252564,1.251953,-1.409352,-1.409192,-0.001976,-0.001409
2103,-1.252865,-1.252930,2.503728,2.503906,-2.819306,-2.818140,-0.003964,-0.002817
2104,-1.872084,-1.871094,3.740542,3.741211,-4.210228,-4.210481,-0.004517,-0.004209
2105,-2.485279,-2.483398,4.965329,4.966797,-5.588064,-5.589633,-0.004927,-0.005588
2106,-3.088190,-3.085938,6.169565,6.171875,-6.943554,-6.945828,-0.006539,-0.006943
2107,-3.678851,-3.675781,7.349329,7.351562,-8.271590,-8.273448,-0.007643,-0.008271
2108,-4.254488,-4.250977,8.499078,8.501953,-9.566210,-9.568098,-0.008542,-0.009565
2109,-4.816437,-4.812500,9.621490,9.625000,-10.829810,-10.831975,-0.010553,-0.010828
2110,-5.356152,-5.351562,10.699475,10.704102,-12.044378,-12.046274,-0.011973,-0.012042
2111,-5.875167,-5.869141,11.736116,11.739258,-13.208761,-13.211239,-0.013118,-0.013207
2112,-6.372105,-6.366211,12.728658,12.733398,-14.327147,-14.330044,-0.015310,-0.014325
2113,-6.843195,-6.834961,13.669563,13.673828,-15.384391,-15.388037,-0.015808,-0.015383
2114,-7.287003,-7.278320,14.555971,14.559570,-16.382554,-16.384974,-0.016956,-0.016379
2115,-7.701872,-7.693359,15.384576,15.389648,-17.317242,-17.319144,-0.016081,-0.017313
2116,-8.086500,-8.077148,16.152773,16.156250,-18.178808,-18.181999,-0.018464,-0.018176
2117,-8.439424,-8.429688,16.857641,16.863281,-18.975325,-18.977448,-0.017407,-0.018971
2118,-8.759090,-8.749023,17.496076,17.500000,-19.693586,-19.694256,-0.020236,-0.019687
2119,-9.044531,-9.033203,18.066149,18.069336,-20.334742,-20.334864,-0.020261,-0.020328
2120,-9.293084,-9.280273,18.562536,18.563477,-20.893101,-20.890970,-0.019794,-0.020884
2121,-9.506353,-9.493164,18.988451,18.988281,-21.371562,-21.369167,-0.020122,-0.021362
2122,-9.682128,-9.666992,19.339469,19.336914,-21.767515,-21.761397,-0.022585,-0.021754
2123,-9.818399,-9.800781,19.611578,19.603516,-22.072749,-22.061552,-0.023484,-0.022054
2124,-9.917285,-9.897461,19.809019,19.796875,-22.295298,-22.279159,-0.023134,-0.022271
2125,-9.976572,-9.955078,19.927360,19.908203,-22.430574,-22.404936,-0.021826,-0.022397
2126,-9.996465,-9.971680,19.967015,19.941406,-22.475235,-22.442303,-0.020894,-0.022434
2127,-9.976471,-9.948242,19.927000,19.893555,-22.428636,-22.388573,-0.022654,-0.022381
2128,-9.916753,-9.885742,19.807639,19.768555,-22.296308,-22.247898,-0.022374,-0.022240
2129,-9.819482,-9.787109,19.613275,19.574219,-22.074552,-22.028826,-0.021433,-0.022021
2130,-9.681322,-9.650391,19.337233,19.301758,-21.766105,-21.722076,-0.022069,-0.021714
2131,-9.506831,-9.478516,18.988631,18.958984,-21.375582,-21.336197,-0.021673,-0.021329
2132,-9.295006,-9.270508,18.565456,18.543945,-20.897034,-20.868990,-0.020524,-0.020862
2133,-9.044713,-9.024414,18.065444,18.053711,-20.334186,-20.317035,-0.019956,-0.020310
2134,-8.760801,-8.743164,17.498291,17.492188,-19.696284,-19.684975,-0.019246,-0.019678
2135,-8.440646,-8.425781,16.858738,16.858398,-18.977735,-18.971586,-0.018705,-0.018965
2136,-8.087990,-8.075195,16.154277,16.155273,-18.184258,-18.180534,-0.018679,-0.018174
2137,-7.702820,-7.692383,15.384874,15.387695,-17.318162,-17.316946,-0.017509,-0.017311
2138,-7.288274,-7.278320,14.556798,14.560547,-16.384774,-16.385951,-0.017457,-0.016380
2139,-6.843662,-6.833984,13.668669,13.671875,-15.383872,-15.385839,-0.014855,-0.015380
2140,-6.373410,-6.364258,12.729334,12.733398,-14.327759,-14.329556,-0.014008,-0.014324
2141,-5.877052,-5.869141,11.737856,11.742188,-13.212654,-13.214169,-0.012278,-0.013209
2142,-5.357240,-5.349609,10.699534,10.703125,-12.042832,-12.044808,-0.012935,-0.012041
2143,-4.817203,-4.810547,9.620821,9.625000,-10.829868,-10.831486,-0.009343,-0.010828
2144,-4.257519,-4.251953,8.502868,8.505859,-9.569410,-9.572250,-0.008778,-0.009569
2145,-3.680959,-3.675781,7.351211,7.353516,-8.273934,-8.275402,-0.009557,-0.008272
2146,-3.090915,-3.086914,6.172629,6.174805,-6.947442,-6.949003,-0.005002,-0.006947
2147,-2.487616,-2.484375,4.967569,4.969727,-5.592709,-5.592808,-0.004478,-0.005591
2148,-1.874254,-1.872070,3.742418,3.742188,-4.211294,-4.211702,-0.003223,-0.004210
2149,-1.254977,-1.252930,2.505461,2.504883,-2.819784,-2.819117,-0.003606,-0.002818
2150,-0.629963,-0.628906,1.257044,1.257812,-1.416868,-1.415542,-0.000945,-0.001415
2151,-0.001375,-0.001953,0.001493,0.000000,-0.002784,-0.000489,0.000458,-0.000000
2152,0.626139,0.625977,-1.251904,-1.252930,1.409737,1.409925,0.000278,0.001409
2153,1.251629,1.250000,-2.501255,-2.501953,2.814252,2.815454,0.003205,0.002814
2154,1.872078,1.870117,-3.740533,-3.742188,4.209664,4.211213,0.004894,0.004210
2155,2.485400,2.482422,-4.965570,-4.967773,5.587949,5.590366,0.007055,0.005588
2156,3.088036,3.083984,-6.169257,-6.172852,6.942826,6.946316,0.006355,0.006944
2157,3.679178,3.674805,-7.349984,-7.354492,8.273141,8.276135,0.008506,0.008273
2158,4.255434,4.250000,-8.500970,-8.504883,9.567970,9.570784,0.011142,0.009567
2159,4.815660,4.810547,-9.619935,-9.625000,10.828440,10.831486,0.013020,0.010828
2160,5.356364,5.349609,-10.699900,-10.704102,12.042365,12.045785,0.010716,0.012042
2161,5.875942,5.869141,-11.737664,-11.745117,13.212818,13.217100,0.012997,0.013212
2162,6.372270,6.364258,-12.728986,-12.734375,14.326738,14.330533,0.013510,0.014325
2163,6.842967,6.833984,-13.669106,-13.675781,15.385444,15.389747,0.014954,0.015384
2164,7.287649,7.278320,-14.557263,-14.563477,16.384770,16.388881,0.015999,0.016383
2165,7.702465,7.692383,-15.385759,-15.391602,17.316744,17.320853,0.018348,0.017315
2166,8.086367,8.075195,-16.152504,-16.159180,18.180665,18.184441,0.018642,0.018178
2167,8.439789,8.428711,-16.858370,-16.864258,18.975253,18.978181,0.018622,0.018971
2168,8.759485,8.748047,-17.496865,-17.502930,19.694873,19.696942,0.018927,0.019690
2169,9.045397,9.032227,-18.067880,-18.071289,20.336045,20.336574,0.020279,0.020329
2170,9.294687,9.280273,-18.565739,-18.568359,20.896146,20.895854,0.021312,0.020888
2171,9.506148,9.490234,-18.988037,-18.987305,21.371102,21.367458,0.020780,0.021360
2172,9.682499,9.665039,-19.340210,-19.336914,21.767746,21.760908,0.022314,0.021753
2173,9.819979,9.800781,-19.614736,-19.607422,22.077292,22.065460,0.022640,0.022058
2174,9.917161,9.896484,-19.808768,-19.796875,22.297211,22.278914,0.022391,0.022271
2175,9.977383,9.953125,-19.928981,-19.909180,22.431698,22.405424,0.021312,0.022397
2176,9.997424,9.968750,-19.968932,-19.941406,22.477181,22.441570,0.022048,0.022434
2177,9.976372,9.944336,-19.926801,-19.890625,22.428333,22.384665,0.023284,0.022377
2178,9.917033,9.882812,-19.808199,-19.766602,22.294180,22.245211,0.021738,0.022237
2179,9.819669,9.784180,-19.613650,-19.572266,22.074933,22.026139,0.021124,0.022018
2180,9.682854,9.648438,-19.340295,-19.301758,21.770069,21.721587,0.021018,0.021714
2181,9.508355,9.477539,-18.991675,-18.959961,21.376326,21.336929,0.022214,0.021329
2182,9.294617,9.267578,-18.564677,-18.541992,20.894812,20.866303,0.022369,0.020859
2183,9.045070,9.022461,-18.066158,-18.052734,20.333995,20.315570,0.020187,0.020308
2184,8.759604,8.739258,-17.495896,-17.488281,19.692229,19.680090,0.019304,0.019673
2185,8.440462,8.422852,-16.858372,-16.855469,18.975362,18.967923,0.020481,0.018961
2186,8.087610,8.073242,-16.153518,-16.154297,18.180879,18.179068,0.019383,0.018173
2187,7.702986,7.689453,-15.385205,-15.388672,17.317931,17.317190,0.016700,0.017311
2188,7.287491,7.275391,-14.555232,-14.559570,16.383198,16.384241,0.016091,0.016378
2189,6.843150,6.832031,-13.667646,-13.672852,15.383861,15.386328,0.014278,0.015381
2190,6.372040,6.363281,-12.726595,-12.734375,14.326345,14.330288,0.015947,0.014325
2191,5.876846,5.868164,-11.737445,-11.743164,13.211369,13.214902,0.013786,0.013210
2192,5.357605,5.349609,-10.700264,-10.706055,12.044676,12.047739,0.013504,0.012043
2193,4.817053,4.809570,-9.620521,-9.624023,10.827140,10.830265,0.010785,0.010826
2194,4.257809,4.250977,-8.503447,-8.507812,9.571288,9.573959,0.008276,0.009571
2195,3.681522,3.675781,-7.352336,-7.357422,8.275564,8.279310,0.007746,0.008276
2196,3.088796,3.083008,-6.168390,-6.172852,6.943986,6.946072,0.006827,0.006944
2197,2.486298,2.481445,-4.964940,-4.968750,5.589220,5.591098,0.003269,0.005589
2198,1.873751,1.870117,-3.741416,-3.743164,4.210352,4.212190,0.002723,0.004211
2199,1.253394,1.250000,-2.502297,-2.504883,2.817099,2.818384,0.003862,0.002817
2200,0.628720,0.626953,-1.254562,-1.256836,1.414013,1.414077,0.001447,0.001414
2201,0.000899,-0.000977,-0.000543,-0.000977,-0.000614,0.000733,0.000106,0.000001
2202,-0.626608,-0.626953,1.252841,1.252930,-1.410289,-1.410169,-0.001422,-0.001410
2203,-1.251656,-1.251953,2.501309,2.501953,-2.815508,-2.815942,-0.002491,-0.002815
2204,-1.871777,-1.870117,3.739931,3.739258,-4.208040,-4.208283,-0.004382,-0.004207
2205,-2.484388,-2.482422,4.963547,4.963867,-5.585417,-5.586458,-0.006374,-0.005584
2206,-3.087845,-3.085938,6.168877,6.170898,-6.943197,-6.944851,-0.009804,-0.006942
2207,-3.678991,-3.674805,7.349609,7.350586,-8.269647,-8.272227,-0.007977,-0.008269
2208,-4.255960,-4.251953,8.502020,8.503906,-9.568835,-9.570296,-0.008217,-0.009567
2209,-4.814021,-4.809570,9.616656,9.621094,-10.824496,-10.827335,-0.009817,-0.010823
2210,-5.355125,-5.349609,10.697426,10.701172,-12.039284,-12.042854,-0.013051,-0.012039
2211,-5.874549,-5.868164,11.734882,11.739258,-13.208937,-13.210994,-0.012259,-0.013206
2212,-6.371285,-6.365234,12.727020,12.732422,-14.325443,-14.328823,-0.015796,-0.014324
2213,-6.842236,-6.834961,13.667647,13.672852,-15.384198,-15.387061,-0.016888,-0.015382
2214,-7.286829,-7.278320,14.555626,14.559570,-16.382212,-16.384974,-0.016875,-0.016379
2215,-7.702274,-7.693359,15.385378,15.390625,-17.317497,-17.320121,-0.018060,-0.017314
2216,-8.086795,-8.077148,16.153361,16.157227,-18.181413,-18.182976,-0.019763,-0.018177
2217,-8.439118,-8.429688,16.857028,16.863281,-18.975414,-18.977448,-0.019285,-0.018971
2218,-8.759324,-8.749023,17.496545,17.500000,-19.692981,-19.694256,-0.021950,-0.019687
2219,-9.045231,-9.034180,18.067548,18.071289,-20.337474,-20.337062,-0.021052,-0.020330
2220,-9.294112,-9.282227,18.564589,18.566406,-20.895147,-20.894389,-0.020938,-0.020887
2221,-9.507012,-9.494141,18.989765,18.990234,-21.373626,-21.371365,-0.020826,-0.021364
2222,-9.681945,-9.666992,19.339101,19.336914,-21.767756,-21.761397,-0.022127,-0.021754
2223,-9.818985,-9.801758,19.612751,19.605469,-22.075068,-22.063750,-0.023089,-0.022056
2224,-9.917851,-9.899414,19.810150,19.798828,-22.298169,-22.281601,-0.020027,-0.022274
2225,-9.977092,-9.955078,19.928398,19.910156,-22.431122,-22.406890,-0.022348,-0.022399
2226,-9.996320,-9.971680,19.966724,19.940430,-22.473405,-22.441326,-0.022234,-0.022433
2227,-9.977676,-9.949219,19.929410,19.896484,-22.431142,-22.391748,-0.024055,-0.022384
2228,-9.918236,-9.886719,19.810601,19.771484,-22.297032,-22.251073,-0.022116,-0.022243
2229,-9.818547,-9.786133,19.611403,19.571289,-22.074664,-22.025651,-0.022763,-0.022018
2230,-9.681518,-9.649414,19.337627,19.300781,-21.763835,-21.720855,-0.023229,-0.021713
2231,-9.507796,-9.479492,18.990560,18.959961,-21.374369,-21.337418,-0.020933,-0.021330
2232,-9.294952,-9.270508,18.565346,18.544922,-20.898079,-20.869966,-0.021098,-0.020863
2233,-9.045607,-9.024414,18.067231,18.053711,-20.337192,-20.317035,-0.020092,-0.020310
2234,-8.759990,-8.743164,17.496666,17.490234,-19.693550,-19.683021,-0.020198,-0.019676
2235,-8.441204,-8.426758,16.859856,16.857422,-18.976411,-18.970854,-0.017745,-0.018964
2236,-8.088821,-8.076172,16.155937,16.156250,-18.183117,-18.181755,-0.018062,-0.018175
2237,-7.703746,-7.692383,15.386723,15.389648,-17.319081,-17.318900,-0.018445,-0.017313
2238,-7.287088,-7.276367,14.554426,14.556641,-16.381026,-16.381555,-0.017228,-0.016376
2239,-6.843130,-6.833984,13.667607,13.671875,-15.384920,-15.385839,-0.015707,-0.015380
2240,-6.372285,-6.363281,12.727086,12.730469,-14.325026,-14.326381,-0.016212,-0.014321
2241,-5.876101,-5.868164,11.735956,11.741211,-13.211150,-13.212948,-0.014062,-0.013208
2242,-5.357210,-5.349609,10.699475,10.703125,-12.042475,-12.044808,-0.014550,-0.012041
2243,-4.816345,-4.810547,9.619106,9.623047,-10.827976,-10.829533,-0.011006,-0.010826
2244,-4.256827,-4.251953,8.501485,8.504883,-9.568443,-9.571273,-0.009757,-0.009568
2245,-3.680316,-3.675781,7.349926,7.352539,-8.272938,-8.274425,-0.008114,-0.008271
2246,-3.089617,-3.085938,6.170035,6.171875,-6.945045,-6.945828,-0.006403,-0.006943
2247,-2.486718,-2.483398,4.965778,4.967773,-5.590593,-5.590610,-0.005929,-0.005589
2248,-1.873624,-1.871094,3.741160,3.741211,-4.210326,-4.210481,-0.005023,-0.004209
2249,-1.253947,-1.251953,2.503402,2.502930,-2.816730,-2.816919,-0.002997,-0.002816
2250,-0.629065,-0.627930,1.255251,1.254883,-1.413202,-1.412367,-0.001150,-0.001412
2251,-0.001254,-0.000977,0.001253,-0.000977,-0.000205,0.000733,0.000162,0.000001
2252,0.626268,0.625000,-1.252162,-1.251953,1.408782,1.408704,0.000653,0.001408
2253,1.252303,1.250000,-2.502604,-2.502930,2.815684,2.816431,0.003999,0.002815
2254,1.872694,1.870117,-3.741764,-3.744141,4.211903,4.213167,0.003871,0.004212
2255,2.485783,2.483398,-4.966335,-4.970703,5.591336,5.593541,0.006961,0.005592
2256,3.088213,3.084961,-6.169609,-6.172852,6.944171,6.946561,0.006941,0.006944
2257,3.678787,3.674805,-7.349201,-7.352539,8.271367,8.274181,0.008498,0.008271
2258,4.255418,4.250000,-8.500938,-8.504883,9.567960,9.570784,0.009336,0.009567
2259,4.815121,4.808594,-9.618856,-9.624023,10.825920,10.830021,0.011099,0.010826
2260,5.354981,5.348633,-10.697135,-10.704102,12.041359,12.045541,0.011503,0.012041
2261,5.874684,5.867188,-11.735152,-11.741211,13.208284,13.212704,0.013171,0.013208
2262,6.371706,6.364258,-12.727861,-12.735352,14.326680,14.331509,0.014857,0.014326
2263,6.842559,6.833984,-13.668291,-13.676758,15.386410,15.390724,0.016230,0.015385
2264,7.286242,7.277344,-14.554451,-14.561523,16.381911,16.386683,0.016952,0.016381
2265,7.701582,7.691406,-15.383996,-15.389648,17.315220,17.318655,0.017695,0.017313
2266,8.086911,8.076172,-16.153595,-16.160156,18.182296,18.185662,0.017214,0.018179
