k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
3215,-7.701514,-7.693359,15.383859,15.388672,-17.315650,-17.318167,-0.015981,-0.017312
3216,-8.086156,-8.077148,16.152085,16.156250,-18.179595,-18.181999,-0.018951,-0.018176
3217,-8.439652,-8.429688,16.858098,16.862305,-18.974493,-18.976471,-0.020256,-0.018970
3218,-8.759304,-8.749023,17.496503,17.500977,-19.693583,-19.695233,-0.019238,-0.019688
3219,-9.044044,-9.032227,18.065175,18.068359,-20.333760,-20.333643,-0.020104,-0.020326
3220,-9.293691,-9.281250,18.563750,18.566406,-20.895941,-20.894145,-0.021230,-0.020887
3221,-9.507092,-9.494141,18.989925,18.990234,-21.375838,-21.371365,-0.021917,-0.021364
3222,-9.682120,-9.666992,19.339451,19.335938,-21.766974,-21.760420,-0.021515,-0.021753
3223,-9.818826,-9.801758,19.612432,19.604492,-22.073791,-22.062773,-0.021267,-0.022055
3224,-9.916885,-9.898438,19.808218,19.796875,-22.295851,-22.279403,-0.021521,-0.022271
3225,-9.976827,-9.955078,19.927871,19.910156,-22.431684,-22.406890,-0.020558,-0.022399
3226,-9.996753,-9.970703,19.967590,19.941406,-22.473305,-22.442059,-0.022735,-0.022434
3227,-9.977589,-9.948242,19.929235,19.894531,-22.431152,-22.389550,-0.021346,-0.022382
3228,-9.917744,-9.885742,19.809619,19.769531,-22.296904,-22.248875,-0.021714,-0.022241
3229,-9.819974,-9.787109,19.614257,19.574219,-22.076126,-22.028826,-0.021116,-0.022021
3230,-9.683269,-9.651367,19.341124,19.303711,-21.767828,-21.724274,-0.021869,-0.021717
3231,-9.506801,-9.478516,18.988566,18.958008,-21.373478,-21.335220,-0.021329,-0.021328
3232,-9.294948,-9.269531,18.565341,18.543945,-20.897185,-20.868745,-0.022811,-0.020861
3233,-9.045701,-9.024414,18.067420,18.052734,-20.335818,-20.316059,-0.019552,-0.020309
3234,-8.760007,-8.742188,17.496700,17.489258,-19.692758,-19.681800,-0.021952,-0.019675
3235,-8.440784,-8.425781,16.859016,16.856445,-18.974927,-18.969633,-0.018288,-0.018963
3236,-8.087538,-8.074219,16.153373,16.153320,-18.181492,-18.178336,-0.016884,-0.018172
3237,-7.703130,-7.691406,15.385493,15.386719,-17.316205,-17.315725,-0.018062,-0.017310
3238,-7.287675,-7.277344,14.555600,14.559570,-16.383647,-16.384730,-0.017133,-0.016379
3239,-6.844423,-6.834961,13.670192,13.673828,-15.387430,-15.388037,-0.015403,-0.015383
3240,-6.373307,-6.364258,12.729128,12.731445,-14.326682,-14.327602,-0.012166,-0.014323
3241,-5.876600,-5.869141,11.736951,11.740234,-13.210912,-13.212215,-0.013787,-0.013208
3242,-5.356806,-5.349609,10.698667,10.701172,-12.040983,-12.042854,-0.012544,-0.012039
3243,-4.816091,-4.809570,9.618599,9.620117,-10.825116,-10.826358,-0.010816,-0.010823
3244,-4.256504,-4.250977,8.500840,8.502930,-9.567221,-9.569075,-0.007844,-0.009566
3245,-3.680571,-3.675781,7.350437,7.351562,-8.272274,-8.273448,-0.007968,-0.008271
3246,-3.089024,-3.084961,6.168847,6.170898,-6.944244,-6.944607,-0.006545,-0.006942
3247,-2.486299,-2.483398,4.964940,4.965820,-5.588450,-5.588656,-0.006864,-0.005587
3248,-1.873670,-1.871094,3.741253,3.741211,-4.210047,-4.210481,-0.004211,-0.004209
3249,-1.253325,-1.250977,2.502159,2.501953,-2.816225,-2.815698,-0.001985,-0.002815
3250,-0.629482,-0.628906,1.256085,1.255859,-1.414844,-1.413588,-0.000423,-0.001413
3251,-0.001277,-0.000977,0.001297,-0.000977,-0.000209,0.000733,0.001106,0.000001
3252,0.626579,0.625977,-1.252784,-1.253906,1.410730,1.410902,0.003336,0.001410
3253,1.251679,1.250000,-2.501354,-2.502930,2.815257,2.816431,0.001867,0.002815
3254,1.871730,1.869141,-3.739837,-3.742188,4.209927,4.210969,0.003498,0.004209
3255,2.483537,2.480469,-4.961847,-4.965820,5.585221,5.587923,0.005764,0.005586
3256,3.087467,3.083984,-6.168123,-6.173828,6.944630,6.947293,0.006493,0.006945
3257,3.678690,3.674805,-7.349008,-7.353516,8.272026,8.275158,0.008266,0.008272
3258,4.254797,4.250000,-8.499695,-8.504883,9.566662,9.570784,0.008805,0.009567
3259,4.814626,4.808594,-9.617868,-9.623047,10.824604,10.829044,0.010780,0.010825
3260,5.355185,5.348633,-10.697545,-10.703125,12.040854,12.044564,0.011896,0.012040
3261,5.875620,5.868164,-11.737024,-11.744141,13.211099,13.215879,0.013806,0.013211
3262,6.371162,6.363281,-12.726770,-12.732422,14.324405,14.328335,0.012212,0.014323
3263,6.842144,6.833984,-13.667463,-13.674805,15.384139,15.388770,0.015815,0.015383
3264,7.285542,7.276367,-14.553053,-14.559570,16.380223,16.384485,0.016232,0.016379
3265,7.701145,7.691406,-15.383125,-15.390625,17.314843,17.319632,0.017210,0.017313
3266,8.087246,8.076172,-16.154264,-16.159180,18.180879,18.184686,0.017414,0.018178
3267,8.440452,8.429688,-16.859694,-16.865234,18.976371,18.979402,0.017541,0.018973
3268,8.760088,8.748047,-17.498069,-17.501953,19.693476,19.695965,0.018248,0.019689
3269,9.044898,9.032227,-18.066880,-18.071289,20.335108,20.336574,0.020231,0.020329
3270,9.295440,9.281250,-18.567247,-18.569336,20.897153,20.897075,0.019175,0.020890
3271,9.507704,9.492188,-18.991147,-18.991211,21.375273,21.371854,0.020774,0.021364
3272,9.683018,9.666016,-19.341245,-19.337891,21.770220,21.762129,0.022712,0.021754
3273,9.819901,9.800781,-19.614579,-19.607422,22.078322,22.065460,0.020656,0.022058
3274,9.917096,9.896484,-19.808639,-19.795898,22.296411,22.277938,0.022297,0.022270
3275,9.976488,9.952148,-19.927192,-19.907227,22.428415,22.403226,0.023329,0.022395
3276,9.995680,9.967773,-19.965445,-19.938477,22.472639,22.438395,0.022470,0.022430
3277,9.977120,9.945312,-19.928299,-19.892578,22.430304,22.386863,0.022361,0.022379
3278,9.917855,9.883789,-19.809843,-19.768555,22.297446,22.247409,0.022682,0.022240
3279,9.820213,9.785156,-19.614735,-19.573242,22.076949,22.027360,0.020189,0.022020
3280,9.683311,9.648438,-19.341208,-19.302734,21.770561,21.722564,0.022530,0.021715
3281,9.508184,9.476562,-18.991332,-18.958984,21.375283,21.335708,0.021342,0.021328
3282,9.293962,9.266602,-18.563366,-18.541016,20.894812,20.865082,0.023404,0.020858
3283,9.044826,9.021484,-18.065671,-18.052734,20.335289,20.315326,0.020355,0.020308
3284,8.760626,8.740234,-17.497940,-17.490234,19.694031,19.682288,0.019889,0.019675
3285,8.440548,8.422852,-16.858544,-16.855469,18.974933,18.967923,0.016685,0.018961
3286,8.088539,8.074219,-16.155375,-16.157227,18.184525,18.182243,0.018472,0.018176
3287,7.702494,7.689453,-15.384219,-15.386719,17.314749,17.315236,0.018915,0.017309
3288,7.286854,7.275391,-14.553961,-14.558594,16.381330,16.383264,0.014706,0.016377
3289,6.843369,6.832031,-13.668086,-13.672852,15.383828,15.386328,0.015527,0.015381
3290,6.372492,6.362305,-12.727500,-12.733398,14.325965,14.329067,0.014082,0.014324
3291,5.876098,5.867188,-11.735950,-11.741211,13.210701,13.212704,0.013071,0.013208
3292,5.356316,5.347656,-10.697687,-10.702148,12.040427,12.043343,0.011178,0.012039
3293,4.816413,4.809570,-9.619244,-9.625000,10.827207,10.831242,0.011080,0.010827
3294,4.257315,4.250000,-8.502461,-8.506836,9.568832,9.572738,0.010503,0.009569
3295,3.680269,3.673828,-7.349831,-7.353516,8.271789,8.274913,0.009090,0.008272
3296,3.089715,3.084961,-6.170230,-6.173828,6.944726,6.947538,0.005584,0.006945
3297,2.486733,2.482422,-4.965806,-4.968750,5.589775,5.591343,0.006662,0.005589
3298,1.873744,1.870117,-3.741400,-3.743164,4.210058,4.212190,0.003989,0.004211
3299,1.253850,1.250977,-2.503209,-2.504883,2.817257,2.818629,0.004279,0.002818
3300,0.627960,0.625977,-1.253042,-1.253906,1.411072,1.410902,0.001238,0.001410
3301,0.000456,0.000000,0.000340,-0.000977,0.000041,0.000977,-0.001439,0.000001
3302,-0.626580,-0.625977,1.252784,1.250977,-1.408437,-1.407971,-0.003098,-0.001407
3303,-1.251209,-1.250977,2.500416,2.500977,-2.815336,-2.814721,-0.003018,-0.002814
3304,-1.871563,-1.870117,3.739505,3.738281,-4.207753,-4.207306,-0.004480,-0.004206
3305,-2.484868,-2.483398,4.964508,4.964844,-5.586779,-5.587679,-0.005854,-0.005586
3306,-3.088361,-3.085938,6.169907,6.170898,-6.943513,-6.944851,-0.006401,-0.006942
3307,-3.679346,-3.675781,7.350318,7.351562,-8.272213,-8.273448,-0.006454,-0.008271
3308,-4.256167,-4.251953,8.502435,8.505859,-9.570439,-9.572250,-0.009308,-0.009569
3309,-4.815247,-4.810547,9.619108,9.623047,-10.826487,-10.829533,-0.012254,-0.010826
3310,-5.355554,-5.350586,10.698281,10.703125,-12.041351,-12.045053,-0.011613,-0.012041
3311,-5.873900,-5.868164,11.733584,11.737305,-13.206157,-13.209041,-0.013652,-0.013204
3312,-6.370533,-6.364258,12.725516,12.730469,-14.323800,-14.326625,-0.014799,-0.014322
3313,-6.842006,-6.834961,13.667188,13.671875,-15.382836,-15.386084,-0.016237,-0.015381
3314,-7.287049,-7.278320,14.556066,14.559570,-16.382724,-16.384974,-0.015346,-0.016379
3315,-7.702050,-7.694336,15.384930,15.390625,-17.317619,-17.320365,-0.018388,-0.017314
3316,-8.087287,-8.078125,16.154346,16.159180,-18.183515,-18.185174,-0.017716,-0.018179
3317,-8.440050,-8.429688,16.858892,16.862305,-18.974598,-18.976471,-0.018583,-0.018970
3318,-8.759658,-8.749023,17.497211,17.500977,-19.694693,-19.695233,-0.020362,-0.019688
3319,-9.044600,-9.033203,18.066285,18.069336,-20.334640,-20.334864,-0.021324,-0.020328
3320,-9.294432,-9.283203,18.565230,18.568359,-20.897788,-20.896587,-0.020810,-0.020889
3321,-9.505374,-9.491211,18.986490,18.986328,-21.370990,-21.366725,-0.022079,-0.021359
3322,-9.680524,-9.666016,19.336263,19.333008,-21.764490,-21.757245,-0.022483,-0.021750
3323,-9.818506,-9.801758,19.611795,19.604492,-22.074485,-22.062773,-0.023290,-0.022055
3324,-9.916776,-9.897461,19.808001,19.796875,-22.294599,-22.279159,-0.022893,-0.022271
3325,-9.976282,-9.954102,19.926780,19.908203,-22.428276,-22.404692,-0.024490,-0.022397
3326,-9.996331,-9.971680,19.966749,19.940430,-22.474255,-22.441326,-0.023506,-0.022433
3327,-9.976929,-9.947266,19.927915,19.894531,-22.430888,-22.389305,-0.022196,-0.022381
3328,-9.917562,-9.885742,19.809256,19.769531,-22.295324,-22.248875,-0.021873,-0.022241
3329,-9.819482,-9.787109,19.613273,19.573242,-22.076663,-22.027849,-0.021851,-0.022020
3330,-9.682461,-9.651367,19.339509,19.302734,-21.768725,-21.723297,-0.023461,-0.021716
3331,-9.508061,-9.479492,18.991089,18.960938,-21.376339,-21.338395,-0.019982,-0.021331
3332,-9.295811,-9.271484,18.567064,18.545898,-20.897772,-20.871188,-0.020769,-0.020864
3333,-9.045838,-9.025391,18.067691,18.053711,-20.336571,-20.317280,-0.021134,-0.020310
3334,-8.761126,-8.744141,17.498937,17.492188,-19.695823,-19.685219,-0.020349,-0.019678
3335,-8.441088,-8.426758,16.859621,16.858398,-18.977454,-18.971831,-0.019793,-0.018965
3336,-8.087518,-8.074219,16.153333,16.154297,-18.181885,-18.179313,-0.018712,-0.018173
3337,-7.703917,-7.692383,15.387067,15.388672,-17.319230,-17.317923,-0.016458,-0.017312
3338,-7.288696,-7.278320,14.557640,14.560547,-16.385275,-16.385951,-0.015348,-0.016380
3339,-6.844776,-6.835938,13.670895,13.675781,-15.388885,-15.390236,-0.015651,-0.015385
3340,-6.372407,-6.364258,12.727326,12.730469,-14.325909,-14.326625,-0.013742,-0.014322
3341,-5.876522,-5.869141,11.736798,11.740234,-13.210806,-13.212215,-0.012981,-0.013208
3342,-5.357479,-5.350586,10.700013,10.703125,-12.042671,-12.045053,-0.010575,-0.012041
3343,-4.816366,-4.810547,9.619148,9.624023,-10.828245,-10.830509,-0.008909,-0.010827
3344,-4.258167,-4.251953,8.504166,8.505859,-9.571022,-9.572250,-0.012257,-0.009569
3345,-3.680871,-3.676758,7.351035,7.354492,-8.274834,-8.276623,-0.007969,-0.008274
3346,-3.090488,-3.086914,6.171774,6.173828,-6.946544,-6.948026,-0.005404,-0.006946
3347,-2.487061,-2.484375,4.966461,4.968750,-5.591445,-5.591831,-0.005773,-0.005590
3348,-1.873654,-1.871094,3.741220,3.743164,-4.212877,-4.212435,-0.005470,-0.004211
3349,-1.253393,-1.251953,2.502294,2.502930,-2.817084,-2.816919,-0.003784,-0.002816
3350,-0.628409,-0.626953,1.253939,1.252930,-1.411213,-1.410169,-0.001071,-0.001410
3351,-0.001355,-0.000977,0.001456,0.000977,-0.002497,-0.001221,-0.001609,-0.000001
3352,0.625830,0.625000,-1.251286,-1.252930,1.409349,1.409681,0.000281,0.001409
3353,1.251635,1.250000,-2.501269,-2.503906,2.815649,2.817407,0.002268,0.002816
3354,1.872703,1.870117,-3.741784,-3.745117,4.212510,4.214144,0.005046,0.004213
3355,2.486309,2.483398,-4.967386,-4.970703,5.591501,5.593541,0.006249,0.005592
3356,3.089553,3.085938,-6.172289,-6.175781,6.946813,6.949736,0.006622,0.006947
3357,3.679472,3.675781,-7.350567,-7.356445,8.274443,8.278333,0.005832,0.008275
3358,4.255077,4.250000,-8.500255,-8.502930,9.565883,9.568831,0.011545,0.009565
3359,4.814945,4.809570,-9.618505,-9.625977,10.827584,10.832219,0.010447,0.010828
3360,5.355445,5.349609,-10.698063,-10.705078,12.042112,12.046762,0.012209,0.012042
3361,5.874388,5.867188,-11.734559,-11.741211,13.208204,13.212704,0.014558,0.013208
3362,6.370860,6.363281,-12.726170,-12.733398,14.324518,14.329311,0.015137,0.014324
3363,6.842099,6.833984,-13.667374,-13.674805,15.384469,15.388770,0.015658,0.015383
3364,7.286028,7.277344,-14.554025,-14.561523,16.382166,16.386683,0.014753,0.016381
3365,7.700930,7.690430,-15.382693,-15.388672,17.313387,17.317434,0.019152,0.017311
3366,8.086350,8.076172,-16.152473,-16.160156,18.182822,18.185662,0.019519,0.018179
3367,8.439001,8.427734,-16.856796,-16.862305,18.972743,18.975983,0.017568,0.018969
3368,8.759764,8.748047,-17.497424,-17.501953,19.693827,19.695965,0.019942,0.019689
3369,9.045191,9.032227,-18.067467,-18.073242,20.337982,20.338527,0.020341,0.020331
3370,9.295202,9.281250,-18.566770,-18.570312,20.899752,20.898052,0.019471,0.020891
3371,9.507504,9.492188,-18.990747,-18.991211,21.375672,21.371854,0.020983,0.021364
3372,9.681237,9.664062,-19.337684,-19.334961,21.766486,21.758710,0.022572,0.021751
3373,9.818870,9.799805,-19.612522,-19.605469,22.074422,22.063262,0.020952,0.022055
3374,9.918094,9.897461,-19.810635,-19.798828,22.300016,22.281112,0.022785,0.022273
3375,9.977821,9.953125,-19.929855,-19.910156,22.434434,22.406401,0.023723,0.022398
3376,9.997067,9.968750,-19.968217,-19.939453,22.476193,22.439616,0.023563,0.022432
3377,9.977591,9.946289,-19.929238,-19.893555,22.430963,22.388084,0.022851,0.022380
3378,9.918509,9.884766,-19.811148,-19.770508,22.299435,22.249607,0.022369,0.022242
3379,9.820261,9.785156,-19.614829,-19.573242,22.078252,22.027360,0.022768,0.022020
3380,9.682956,9.648438,-19.340499,-19.301758,21.769369,21.721587,0.021776,0.021714
3381,9.507182,9.476562,-18.989330,-18.958008,21.373800,21.334731,0.022027,0.021327
3382,9.294794,9.267578,-18.565032,-18.542969,20.896419,20.867280,0.022264,0.020860
3383,9.045368,9.022461,-18.066754,-18.054688,20.337905,20.317524,0.019115,0.020310
3384,8.760426,8.741211,-17.497539,-17.492188,19.696398,19.684486,0.019336,0.019677
3385,8.440527,8.424805,-16.858501,-16.857422,18.976881,18.970365,0.019563,0.018964
3386,8.087277,8.073242,-16.152851,-16.155273,18.181597,18.180045,0.017512,0.018174
3387,7.702908,7.690430,-15.385051,-15.387695,17.316262,17.316457,0.017890,0.017310
3388,7.288509,7.277344,-14.557268,-14.562500,16.386050,16.387660,0.014351,0.016382
3389,6.844187,6.833008,-13.669717,-13.674805,15.385807,15.388526,0.015592,0.015383
3390,6.373556,6.363281,-12.729626,-12.736328,14.329464,14.332242,0.013314,0.014327
3391,5.877072,5.868164,-11.737894,-11.743164,13.212637,13.214902,0.013232,0.013210
3392,5.357150,5.348633,-10.699354,-10.705078,12.043489,12.046518,0.011976,0.012042
3393,4.816727,4.809570,-9.619870,-9.625000,10.828266,10.831242,0.011312,0.010827
3394,4.257537,4.250977,-8.502904,-8.507812,9.570610,9.573959,0.006910,0.009571
3395,3.680725,3.674805,-7.350743,-7.354492,8.272767,8.276135,0.006433,0.008273
3396,3.089702,3.083984,-6.170203,-6.172852,6.944086,6.946316,0.007604,0.006944
3397,2.486532,2.481445,-4.965406,-4.966797,5.587889,5.589145,0.004097,0.005587
3398,1.874129,1.870117,-3.742171,-3.744141,4.212396,4.213167,0.004594,0.004212
3399,1.254289,1.250977,-2.504085,-2.505859,2.818348,2.819605,0.002830,0.002819
3400,0.629354,0.625977,-1.255828,-1.254883,1.411759,1.411879,0.000451,0.001411
3401,0.001369,-0.000977,-0.001482,-0.000977,0.000834,0.000733,-0.000818,0.000001
3402,-0.626740,-0.626953,1.253107,1.251953,-1.410135,-1.409192,-0.002298,-0.001409
3403,-1.252133,-1.251953,2.502263,2.500977,-2.816067,-2.814966,-0.003306,-0.002814
3404,-1.871453,-1.870117,3.739282,3.739258,-4.208763,-4.208283,-0.005098,-0.004207
3405,-2.484700,-2.483398,4.964172,4.965820,-5.587472,-5.588656,-0.007059,-0.005587
3406,-3.087491,-3.085938,6.168169,6.171875,-6.943685,-6.945828,-0.006437,-0.006943
3407,-3.678341,-3.675781,7.348311,7.350586,-8.270437,-8.272472,-0.008564,-0.008270
3408,-4.254683,-4.250977,8.499470,8.502930,-9.567167,-9.569075,-0.010728,-0.009566
3409,-4.814994,-4.810547,9.618604,9.622070,-10.825824,-10.828556,-0.009251,-0.010825
3410,-5.355741,-5.350586,10.698656,10.703125,-12.042762,-12.045053,-0.011419,-0.012041
3411,-5.874520,-5.869141,11.734823,11.738281,-13.207864,-13.210262,-0.012592,-0.013206
3412,-6.370455,-6.364258,12.725360,12.731445,-14.324514,-14.327602,-0.012013,-0.014323
3413,-6.841541,-6.833984,13.666258,13.670898,-15.381501,-15.384863,-0.015054,-0.015379
3414,-7.286220,-7.277344,14.554410,14.557617,-16.379662,-16.382776,-0.016988,-0.016377
3415,-7.701761,-7.692383,15.384355,15.388672,-17.315112,-17.317923,-0.019105,-0.017312
3416,-8.086344,-8.076172,16.152460,16.156250,-18.179077,-18.181755,-0.018750,-0.018175
3417,-8.438742,-8.428711,16.856277,16.860352,-18.972183,-18.974273,-0.019242,-0.018968
3418,-8.759010,-8.749023,17.495918,17.500977,-19.693840,-19.695233,-0.019817,-0.019688
3419,-9.043990,-9.033203,18.065067,18.069336,-20.334163,-20.334864,-0.018869,-0.020328
3420,-9.293432,-9.280273,18.563234,18.564453,-20.893063,-20.891947,-0.021636,-0.020885
3421,-9.507129,-9.494141,18.990000,18.991211,-21.375263,-21.372342,-0.020524,-0.021365
3422,-9.682991,-9.666992,19.341192,19.336914,-21.769449,-21.761397,-0.022729,-0.021754
3423,-9.819543,-9.802734,19.613864,19.606445,-22.077541,-22.064971,-0.021643,-0.022057
3424,-9.917685,-9.898438,19.809817,19.796875,-22.297970,-22.279403,-0.022550,-0.022271
3425,-9.977621,-9.956055,19.929457,19.910156,-22.432417,-22.407134,-0.021753,-0.022399
3426,-9.997201,-9.972656,19.968485,19.942383,-22.476461,-22.443524,-0.021601,-0.022436
3427,-9.976278,-9.947266,19.926613,19.893555,-22.428965,-22.388329,-0.021374,-0.022380
3428,-9.917224,-9.885742,19.808582,19.769531,-22.294674,-22.248875,-0.022372,-0.022241
3429,-9.819271,-9.787109,19.612852,19.573242,-22.076157,-22.027849,-0.021923,-0.022020
3430,-9.682141,-9.650391,19.338871,19.302734,-21.767062,-21.723053,-0.020346,-0.021715
3431,-9.507395,-9.479492,18.989757,18.959961,-21.373205,-21.337418,-0.021971,-0.021330
3432,-9.294051,-9.269531,18.563547,18.541992,-20.893741,-20.866792,-0.021079,-0.020859
3433,-9.044505,-9.023438,18.065030,18.051758,-20.331365,-20.314837,-0.020997,-0.020308
3434,-8.759323,-8.741211,17.495336,17.488281,-19.691603,-19.680579,-0.019068,-0.019674
3435,-8.439782,-8.424805,16.857013,16.854492,-18.972729,-18.967435,-0.019563,-0.018961
3436,-8.087055,-8.073242,16.152409,16.152344,-18.180606,-18.177115,-0.017821,-0.018171
3437,-7.702826,-7.691406,15.384887,15.386719,-17.316366,-17.315725,-0.017147,-0.017310
3438,-7.287628,-7.277344,14.555506,14.558594,-16.382547,-16.383753,-0.016843,-0.016378
3439,-6.843434,-6.833984,13.668214,13.671875,-15.384852,-15.385839,-0.015249,-0.015380
3440,-6.372007,-6.364258,12.726530,12.730469,-14.324593,-14.326625,-0.013712,-0.014322
3441,-5.876061,-5.869141,11.735877,11.741211,-13.211168,-13.213192,-0.012469,-0.013208
3442,-5.356811,-5.350586,10.698678,10.703125,-12.043634,-12.045053,-0.011911,-0.012041
3443,-4.816809,-4.810547,9.620035,9.622070,-10.827013,-10.828556,-0.009315,-0.010825
3444,-4.256757,-4.250977,8.501346,8.504883,-9.569245,-9.571029,-0.010006,-0.009568
3445,-3.680004,-3.673828,7.349302,7.349609,-8.270075,-8.271006,-0.008291,-0.008268
3446,-3.089714,-3.084961,6.170229,6.170898,-6.944090,-6.944607,-0.008535,-0.006942
3447,-2.485540,-2.482422,4.963421,4.963867,-5.586671,-5.586458,-0.005969,-0.005584
3448,-1.873851,-1.871094,3.741616,3.741211,-4.210512,-4.210481,-0.005043,-0.004209
3449,-1.253927,-1.252930,2.503361,2.504883,-2.819295,-2.819117,-0.001921,-0.002818
3450,-0.629439,-0.627930,1.255999,1.254883,-1.413617,-1.412367,-0.002035,-0.001412
3451,-0.001352,-0.000977,0.001447,0.000000,-0.001913,-0.000244,-0.000638,-0.000000
3452,0.627286,0.626953,-1.254197,-1.254883,1.411616,1.412123,0.000891,0.001412
3453,1.252353,1.250000,-2.502702,-2.503906,2.816449,2.817407,0.004327,0.002816
3454,1.872211,1.870117,-3.740797,-3.743164,4.210505,4.212190,0.004249,0.004211
